url,직무,회사 이름,위치/근무지,경력,주요업무,자격요건,우대사항,기술스택/툴
https://www.wanted.co.kr/wd/241167,제어팀 응용 SW 개발,이엘피,경기 화성시,경력 5-20년,"주요업무
• 응용 Software 개발 / MFC / C#
• SW APPLICATION 개발
• DATA 분석, 연구","자격요건
• 경력 5년 이상
• 초대졸(전문학사) 이상
• 해외 여행에 결격 사유가 없는자
• Visual Studio 사용 가능자","우대사항
• 동종업계 경력자 우대 (디스플레이, 반도체, 2차전지 등)",[]
https://www.wanted.co.kr/wd/253066,PC 제어 개발 (5년이상),이엘피,경기 화성시,경력 5-10년,"주요업무
• 비전 검사 장비 S/W 개발
• 영상처리 알고리즘 개발","자격요건
• Visual C++ C# 경력자
• 영상처리 프로그램 개발 경력자","우대사항
• Camera Library 및 Viewer 개발 경력자
• Vision (OpenCV) 영상 처리 경력자
• Image Processing 알고리즘 개발 경력자
• GIT 사용 경력자",[]
https://www.wanted.co.kr/wd/255370,AI 엔지니어 (5년 이상),버티컬바,서울 강남구,경력 5-10년,"주요업무
• 초기 개발 팀원으로서 MVP개발에 적극적으로 참여하실수 있습니다.
• 미국의 잠재고객들의 필요를 파악하고 문제를 해결하는데 중요한 역할을 할 수 있습니다.
• LLM을 포함한 최신 AI 리써치를 이용하여 조직 운영의 비효율적인 부분들을 찾아내고 해결할수 있는 새로운 방법들을 제시하는 중요한 부분에 기여하실수 있습니다.","자격요건
• 글로벌한 문제를 찾고 해결책을 찾아가는데 열정이 있으신 분
• Transformer Architecture에 대한 이해와 개발 경험
• AI와 Business Process의 결합에 깊은 관심이 있으신 분
• Python 경력 5년 이상과 PyTorch과 Tensorflow 개발 경험
• 퍼블릭 또는 프라이빗 클라우드 컴퓨팅 솔루션 경험과 이해 (예: AWS, GCP 등)
• 시스템 개발, 배포 및 유지보수 경력 5년 이상
• 자신의 생각을 논리적으로 제시하고 설득할 수 있는 능력
• 문제점에 대한 근본원인을 찾는 추론 능력
• 오버/언더 엔지니어링을 이해하고 주어진 문제에 최선의 해결책을 찾는 능력
• 스스로 문제를 도출하고 해결책도 제시할 수 있는 능력
• 해외 출장 및 근무에 결격 사유 없으신 분
• 오버/언더 엔지니어링을 이해하고 주어진 문제에 최선의 해결책을 찾는 능력
• 스스로 문제를 도출하고 해결책도 제시할 수 있는 능력
• 해외 출장 및 근무에 결격 사유 없으신 분","우대사항
• ML engineer 또는 AI engineer로 근무한 경험
• ACM-ICPC, Google codejam, Facebook hackercup or Topcoder 등 Problem solving 대회 경험
• LLM, deep learning, deep reinforcement learning, natural language processing중 하나이상의 토픽에 대한 이해와 경험
• Pre-training, fine-tuning, RHLF을 이용해서 Foundational LLM을 training한 경험
• RAG을 이용한 LLM 애플리케이션 구축 경험
• Real world, large scale의 상용 시스템을 개발해보신 분
• 개발조직 또는 프로젝트 리드 경험이 있는 분
• 봉사활동 경험이 있으신 분

[AI Research Project의 예시]
• Process flow to language for LLM
• Suggest alternate flow to maximize/minimize KPI(waiting time, rework, etc.)
• Natural language to process flow",[]
https://www.wanted.co.kr/wd/259261,Sr. Frontend 개발자,콘텐츠퍼스트(Tappytoon/태피툰),서울 강남구,경력 5년 이상,"주요업무
• 태피툰 서비스 웹/앱 설계 및 개발
• 태피툰 디자인 시스템 개발 및 관리
• 프론트엔드 공용 라이브러리 설계 및 개발","자격요건
웹/앱 프론트엔드 개발 경력 5년 이상이신 분
• React 기반의 SPA 프레임워크 사용에 능숙하신 분
• 어플리케이션 상태 관리 처리에 대한 이해가 깊으신 분(Redux, Recoil, Zustand 등)
• 제품 개발의 A-Z를 경험해보고, 전반적인 제품 설계에 어려움이 없으신 분
• 제품에 적절한 기술 스택을 선택하고 개발환경 구축이 능숙하신 분
• 프론트엔드 공용 라이브러리 구성 및 개발 경험이 있으신 분","우대사항
• 문제 해결에 진취적이고, 새로운 기술 습득에 거부감이 없으신 분
• React-Native 앱 개발 경험이 있으신 분
• 안드로이드 또는 iOS 네이티브 앱 개발 경험이 있으신 분
• 디자인 시스템에 대한 이해 혹은 구성 경험이 있으신 분
• 웹 혹은 앱 성능 최적화에 대한 고민 및 관련 문제를 해결한 경험이 있으신 분
• 애자일 방법론과 코드 리뷰를 기반으로 한 프로젝트 진행이 가능하신 분",[]
https://www.wanted.co.kr/wd/259049,웹개발 (5년 이상),에스티로직(STLogic),경기 안양시,경력 5-10년,"주요업무
웹 개발 업무","자격요건
웹 개발 5년 이상 10년 이하","우대사항
웹 GIS 개발 경력 우대","['HTML', 'JavaScript', 'Spring Framework', 'JPA']"
https://www.wanted.co.kr/wd/258909,Full Stack Developer,엠알티씨엑스(MRTCX),서울 서초구,경력 3년 이상,"주요업무
• 고객 상담 과정에서 발생하는 비효율을 분석하고, 최신 기술을 활용하여 고객상담 솔루션을 자동화 및 최적화합니다.
• 고객 상담에 필요한 기능을 정의하고, 이를 지원하는 DB 설계, API 개발, 그리고 사용자 인터페이스를 구현합니다.
• 상담 데이터를 기반으로 운영 효율성을 높이는 데이터 파이프라인을 설계하고 운영합니다.
• 기획, 디자인, 운영팀과 협업하여 고객과 사용자 모두를 위한 완성도 높은 솔루션을 개발합니다.","자격요건
• 서버와 프론트엔드 개발 모두에 관심을 가지고, End-to-End 개발 경험이 있으신 분 (적어도 한 분야에 전문성을 갖추고 있으며, 다른 도메인에 대해 배우고 협력할 의지가 있으신 분)
• Frontend: React에 대한 깊은 이해와 실무 경험
• Backend: Node.js, Kotlin, 또는 Java(Spring Framework 기반)로 백엔드 개발 경험
• 사용자의 업무 프로세스를 이해하고, 이를 더 효율적으로 개선하는 시스템 설계와 구현 경험
• 문제 해결을 주도하고, 제품과 사용자 특성을 고려한 창의적인 아이디어를 제안할 수 있는 분","우대사항
• AWS, Google Cloud 등 클라우드 서비스를 활용해 애플리케이션을 배포하고 운영한 경험
• 고객 서비스, 백오피스와 관련된 개발을 진행해보신 분
• 크롬 확장 프로그램의 설계 및 개발 경험이 있으신 분
• AI와 최신 기술 트렌드를 끊임없이 공부하고 적용함에 있어서 거부감이 없으신 분",[]
https://www.wanted.co.kr/wd/245118,[ATI]AI Software Engineer,앤서스랩코리아,서울 강남구,경력 3년 이상,"주요업무
• 다양한 도메인을 아우르는 AI 애플리케이션 설계, 개발 및 배포
• AI 기능을 활용한 확장 가능하고 효율적인 소프트웨어 시스템 설계
• AI 기능을 서비스하는 API 개발 및 유지보수
• AI 모델 학습, 평가 및 배포를 위한 데이터 파이프라인과 MLOps 체계 구성
• 데이터 과학자, 제품 관리자, UX 디자이너와 협력하여 직관적인 AI 기반 기능 개발
• 테스트, 코드 리뷰 및 모범 사례 준수를 통한 코드 품질 보장","자격요건
• 컴퓨터 과학/공학, AI 또는 관련 분야의 학사 또는 석사 학위 (또는 동등한 수준의 경력)
• 뛰어난 프로그래밍 능력, 특히 Python이 주력으로 사용된 프로젝트의 상용 서비스 경험
• Transformer, Diffusion 모델과 같은 주요 생성형 AI 기반 모델에 대한 전반적인 이해
• 기계학습, 강화학습 및 미세조정에 대한 이론적 이해와 실무 지식
• 클라우드 플랫폼(AWS, Azure, GCP 등)의 PaaS 기반 혹은 serverless 애플리케이션 개발 및 배포 경험
• 데이터 구조, 알고리즘 및 소프트웨어 디자인 패턴에 대한 지식
• 버전관리, CI/CD, IaC 등 소프트웨어 개발 및 운영 모범사례에 대한 지식
• 효과적인 협업과 지식 공유를 위한 탁월한 의사소통 능력","우대사항
• AI 모델 또는 AI 서비스에 연동된 제품/서비스 개발 경험
• 엔터프라이즈 통합 패턴 및 메시징 프로토콜에 대한 기술적 이해와 서버 간 기능 통합의 능숙함
• 단일 목적을 위한 실시간 또는 배치 처리를 위해 다중 서비스를 유기적으로 통합한 경험
• 주요 클라우드 서비스(AWS, Azure, GCP 등)를 활용한 AI 애플레케이션 구축 경험
• Production workload 배포를 위한 IaC(Infrastructure as Code) 작성 경험
• ML/DL 프레임워크(TensorFlow, PyTorch 등)를 활용한 모델 개발, 학습, 평가, 조정 및 배치 경험
• Foundation 모델(LLM, Diffusion, Contrastive Learning Models 등)의 전이 학습 및 미세조정 경험
• AI 모델 서빙 frameworks (TensorFlow Serving, TorchServe, ONNX Runtime 등)을 이용한 model deploy/serving 경험
• 관계형 및 비관계형 데이터베이스 시스템에 대한 이해 및 데이터 모델링 능력
• 대규모 데이터셋 및 다양한 데이터 소스 처리 능력
• 빅데이터 처리 프레임워크 (Apache Beam, Spark 및 그 확장 등) 활용 능력
• 대화형 AI 애플리케이션 개발을 위한 프론트엔드 기술 경험
• 오픈소스 AI 프로젝트 기여 또는 주요 저널 또는 컨퍼런스에 연구 논문 발표",[]
https://www.wanted.co.kr/wd/253557,Medical Imaging AI Research Engineer,휴톰,서울 마포구,경력 3-10년,"주요업무
●CT/MRI 데이터를 활용한 해부학적 구조물의 3D 복원 기술 연구개발 (예: CT 3D segmentation)
● 해부학 및 임상 지식을 바탕으로 CT 데이터를 통해 수술 예후를 예측할 수 있는 특징 변수 설계 및 추출 연구개발
● 연구 결과가 서비스에 원활히 적용되도록 유관 부서와의 긴밀한 협력
● 의료영상 기술을 활용하여 현재와 미래의 휴톰(Hutom) 니즈에 부합하는 새로운 프로젝트를 개발하기 위해 의료진, PM, 소프트웨어 엔지니어와 협업
● 개발한 신기술을 기반으로 논문 및 특허 출판","자격요건
1. Medical AI에 대한 열정과 명확한 구두/서면 의사소통 능력, 책임감 있는 자세, 협업을 중시하는 친절한 태도
2. 문제 제기, 가설 설정, 방법론 개발 및 검증, 결과 분석 등 연구개발 전 과정 수행 능력
3. 딥러닝(예: segmentation, detection, classification, representation learning, data-centric AI), image processing, 머신러닝 알고리즘 활용 능력
4. 기초 통계학 지식을 연구에 적용할 수 있는 능력
5. 딥러닝/image processing/머신러닝 이론에 대한 깊은 이해와 실무 적용 능력
6. ML 기반 소프트웨어 시스템의 요구사항 분석, 설계 및 프로덕션 환경 이해 및 적용 능력","우대사항
● 우수 학회에서 1저자 논문 발표 경험
● 중상급 영어 작문 및 의사소통 능력
● 관련 학과 석사 이상 학위 소지자 또는 3년 이상의 실무 경험, 혹은 이에 준하는 역량 보유자
● 제품 출시 경험 보유자
● 제품 유지보수/개선 경험 보유자",[]
https://www.wanted.co.kr/wd/248565,[AI반도체] NPU Platform Engineer,모빌린트,서울 강남구,경력 5년 이상,"주요업무
• NPU 솔루션 (칩, 보드, SDK 등)의 이용자 관점에서 테스트, 평가 및 피드백
• 딥러닝 모델 및 어플리케이션 개발
• Model Zoo 구축 및 운영
• 고객사 제품 개발 및 기술 지원
• 고객사 요구사항 분석 및 반영
• 성능 모니터링 및 솔루션 개선","자격요건
• 딥러닝 프레임워크(TensorFlow, PyTorch 등) 및 AI 알고리즘에 대한 이해
• GPU 혹은 NPU 활용 및 최적화 경험
• 리눅스 환경 개발에 능숙하신 분
• C/C++/Python 사용에 능숙하신 분
• 자료구조 및 알고리즘에 대한 높은 이해도
• 병렬 프로그래밍에 대한 높은 이해도
• SW 아키텍처 설계와 성능 최적화 경험
• 컴파일러, 디버깅 툴, 성능 최적화 툴 활용 경험","우대사항
• 글로벌 프로젝트 리딩 및 고객 대응 경험
• 석사 또는 박사 학위 보유자
• 영어 기술적 커뮤니케이션 능력","['Git', 'Pytorch', 'Tensorflow', 'C / C++', 'Perl', 'Python', '딥 러닝', '운영체제', '펌웨어', 'FPGA', 'SoC', '컴퓨터 비전', 'Verilog']"
https://www.wanted.co.kr/wd/255842,"B2C/B2B 업무 분석,설계,개발 - 8년이상",스카이웨어,서울 마포구,경력 8-15년,"주요업무
• B2C e-커머스 온라인몰 업무 분석/설계/개발
• 업무 분석 설계 개발 - Front Office / Back Office (Web/App)
• 기술환경 :
F/O - React , Vue2.js Vue3.js , Html5 , Jsp
B/O - JAVA , Springboot , MSA,
- Docker , jira , jenkins CI/CD, Kubernetes ... 오픈소스 개발 환경","자격요건
• 학력 : 전문대졸 이상 (2,3년) / 학점 3.5 이상
• 경력 : 프로젝트 업무분석 설계/개발 - 경력 8년 이상 (개발PL,팀원)
※ B2B/B2C SI 업무 분석/설계 및 Java,Spring 환경 온라인몰 개발 경험
※ 프로젝트 업무 분석, 설계, 개발 경력자
※ 직무 적합 역량을 보유한 분은 면접 후 처우 협의 가능
(계약연봉+성과급+기타 현금성 복지몰 제공 + 다양한 복리후생비 지원제도 등)
※ 개발팀 PL 또는 팀장급 지원자 : 개발PL, PM 경험과 조직관리 경험 (필)
※ MSA 환경 개발경험자 우대.","우대사항
ㆍ컴퓨터/시스템공학 등 관련 학과 전공자
ㆍ정보처리기사 자경증 소지자
ㆍ유관업무 경력자 우대
ㆍ끊임없는 자기개발과 열정을 갖추신 분
ㆍ적극적이고 다양한 기술에 관심이 많으신 분
ㆍ책임감을 가지고 주도적으로 업무 수행이 가능하신 분
ㆍ긍정적인 마인드를 가지고 디자이너/퍼블리셔/기획자와 원활한 커뮤니케이션 능력을 갖추신 분
ㆍ영어가능자, PPT능력 우수자","['Github', 'React', 'Java', 'HTML5', 'JSP', 'Spring Framework', 'Kubernetes', 'Vue.JS']"
https://www.wanted.co.kr/wd/229084,시니어 프론트엔드 엔지니어,크리에이트립,서울 강남구,경력 5년 이상,"주요업무
- 크리에이트립 프로덕트 및 비즈니스 목적을 고려한 프론트엔드 설계
- 크리에이트립 프로덕트 프론트엔드 기술적 리딩(반응형 웹, 모바일 어플리케이션, 어드민 등)
- 그 외 일부 기능 구현","자격요건
[필수] 마인드셋
- 구성원으로서의 책임과 역할에 대해 명확하게 이해하고, 몰입을 통해 회사와 본인의 성장을 이루어내고자 하는 분
- 다양한 의견을 경청하면서도 본인만의 철학을 갖춘 코딩을 추구하시는 분
- 글로벌 서비스에 대한 관심과 열정을 보유하신 분
- 한국의 트렌드가 글로벌로 성장하는 것에 공감하고 이에 대한 관심이 많으신 분
- 스스로의 역량을 한정짓지 않고 탁월한 성과를 기반으로 급진적인 성취와 성장을 추구하시는 분
- 다양한 백그라운드의 이해관계자들과 목표 지향적인 커뮤니케이션이 가능하신 분
- 스스로 문제를 정의하고 유저와 비즈니스를 함께 고려한 솔루션을 찾으려 노력하시는 분


[필수] 스킬셋
- 5년 이상의 프론트엔드 개발 경력 (또는 그에 준하는 실력)을 보유하신 분
- React.js의 클래스형 또는 함수형 컴포넌트를 이해하고 사용해 보신 분
- JavaScript의 기본 원리를 이해하고 코드에 반영하시는 분","우대사항
- 스스로 서비스를 A-Z까지 기획하고 런칭해 보신 분
- 속도 빠른 스타트업이나 애자일 조직을 경험해 보신 분
- GraphQL, Apollo Client 서비스 개발 경험이 있으신 분
- 유지보수가 가능한 코드를 고민하시는 분
- 유닛 테스트, e2e 테스트 경험이 있으신 분
- React Native 개발 경험이 있으신 분
- 팀 리딩 경험이 있으신 분",[]
https://www.wanted.co.kr/wd/247152,프론트엔드 개발,클로봇,경기 성남시,경력 3-5년,"주요업무
ㆍ로봇관제플랫폼(CROMS) 프론트엔드 개발 담당 (Vue.js기반)
ㆍ로봇관제플랫폼 내에 실시간 모니터링 및 제어, 이력 관리 기능 개발
ㆍ로봇관제플랫폼 관련 과제 업무 수행

*주요기술스택 : Vue.js, SPA, React.js, Typescript, Javascript, Nodejs, Quasar, Storybook, TanStack Query","자격요건
ㆍ최소 3년 이상의 프론트엔드 개발 경력
ㆍTypescript 기반의 Vue.js, React.js, Node.js 개발에 익숙하신 분
ㆍ논리적인 사고를 통한 문제 해결 능력을 갖추고 계신 분
ㆍ원활한 커뮤니케이션이 가능하신 분","우대사항
ㆍ로봇 서비스 관련 프로젝트 수행 및 업무 경험이 있으신 분
ㆍVue.js 기반의 프로젝트 경험자","['JavaScript', 'Node.js', 'TypeScript', 'Spa', 'React.js', 'Vue.JS']"
https://www.wanted.co.kr/wd/258991,"백엔드 개발자(PHP, JAVA)",와그(WAUG),서울 종로구,경력 3-10년,"주요업무
와그 플랫폼과 차세대 비지니스 모델을 구축하는 신규 프로젝트의 백엔드 개발을 담당합니다.

• 기술 스택 : PHP, JAVA Spring Boot, Spring Batch, MSA, JPA, MariaDB, NoSQL, AWS, ecs","자격요건
• php, java 백엔드 개발 실무 경험 필수 (3 ~ 10년)
• 복잡한 비지니스 로직을 끈질기게 분석해서 파악할 수 있는 분
• 이커머스 플랫폼 개발 경험","우대사항
• 마이크로서비스 아키텍쳐(MSA) 시스템 개발/운영 경험
• 퍼블릭 클라우드 환경(aws등) 데브옵스 경험
• 팀 리딩, 프로젝트 리딩 경험자 우대
• 스크립트 언어 개발 경험 (php, python 등)
• 정산 시스템 개발 경험자 우대
• 클린 아키텍처나 헥사고날 아키텍처 스터디 및 개발 경험이 있으신 분
• Event Driven Architecture 스터디 및 개발 경험이 있으신 분",[]
https://www.wanted.co.kr/wd/252413,프론트엔드(웹) 개발자,겟차,서울 강남구,경력 5년 이상,"주요업무
• 차량 중계 시스템 등 겟차 서비스 전반의 프론트엔드를 개발하고 운영합니다.
• 안정적으로 서비스를 운영하고 품질 향상에 기여합니다.
• 프론트엔드 개발 플랫폼에 대한 깊은 이해와 탁월한 역량을 바탕으로 동료들간 성장을 돕습니다.
• 팀에 필요한 업무를 최우선으로 생각하며 자율과 책임을 바탕으로 동료들과 협업하여 결과물을 만듭니다.
• SEO 최적화를 통해 서비스 유입 성과를 이끕니다.","자격요건
• 프론트엔드 개발 경력 최소 5년 이상이신 분
• React, TypeScript, HTML/CSS, REST, OAuth 등과 같은 기술/프로토콜을 잘 알고 계신 분
• 프론트엔드 성능 최적화 방법에 대해 잘 알고 계신 분
• 한 가지 이상 개발 언어/프레임워크에 깊은 이해를 가지신 분
• ES6, 웹 표준/접근성, SEO, SSR, 상태관리에 대한 이해도가 있는 분
• SEO 최적화 경험이 있으신 분","우대사항
• 업무 자동화 도구 개발 경험이나 생산성 향상에 관심이 많으신 분
• 레거시 시스템 혹은 코드를 개선해 본 경험이 있으신 분
• 프론트엔드를 위한 백엔드 엔지니어링에 대해 잘 알고 계시거나 백엔드 개발 경험 있으신 분
• AWS 기반의 개발 경험이 있고 주요 서비스를 자유롭게 다루실 수 있는 분
• Microservice Architecture또는 DDD에 대한 이해가 있으신 분
• Kubernetes 및 Docker를 사용/개발 해 본 경험이 있으신 분
• React Native for web 기반의 개발 경험이 있으신 분",[]
https://www.wanted.co.kr/wd/258560,[쿠팡플레이] Senior Product Manager,쿠팡,서울 송파구,경력 8-17년,"주요업무
• Coupang Play의 고객 경험을 위한 비전, 전략, 목표 및 로드맵을 정의하고 주도
• 고객에 대한 깊은 이해를 바탕으로 VOC(Voice of Customer) 및 분석 데이터를 통해 최적의 콘텐츠 경험을 제공할 수 있는 가장 큰 기회를 발굴
• 기능과 실험을 처음부터 끝까지 관리하고, 제품 및 비즈니스 요구 사항을 상세히 작성하여 디자인 및 기술 방향을 설정하고, 교차 기능적인 실행을 주도하며, 조직 내에서 실질적인 인사이트와 학습을 공유
• 마케팅, 콘텐츠 운영 및 다른 프로덕트 팀과 협력하여 주요 제품 및 콘텐츠 관련 이니셔티브의 시장 출시 전략 및 실행을 담당
• 경영진, 비즈니스 리더, 개발, 운영 및 인프라 팀 등 다양한 이해 관계자와의 협업을 통해 방향성 설정","자격요건
• 소비자 대상 제품에서 7년 이상의 프로덕트 매니지먼트 또는 관련 산업 경력 (빠르게 성장하는 기술 스타트업 경험 선호) 이 있으신 분
• 복잡하고 대규모의 데이터 세트를 분석하여 데이터 기반의 의사 결정을 내리고, 성장 실험, A/B 및 다변량 테스트, 퍼널 분석을 수행하여 측정 가능한 비즈니스 성과를 이끌어낸 경험이 있으신 분
• 제품 비전을 정의하고 요구 사항을 명확히 하며, 자원 조율 및 팀을 주요 마일스톤까지 이끄는 기술 환경에서의 경험이 있으신 분
• 깊은 고객 공감 능력과 제품 개발 능력을 갖추고 있으며, 세심한 주의력이 있으신 분
• 적극적인 행동력과 높은 책임감으로 필요한 일을 마무리하는 능력이 있으신 분
• 전략적 사고와 실행을 동시에 갖춘 비즈니스 판단력이 있으신 분
• 뛰어난 의사소통 능력, 경영진에게 전략, 결정사항 및 절충점을 효과적으로 전달할 수 있는 능력이 있으신 분
• 컴퓨터 과학, 공학, 정보 시스템, 분석학, 수학, 물리학, 응용 과학 또는 관련 분야의 학사 학위 (해외 학위 포함)","우대사항
• OTT 서비스 경험이 있으신 분
• 스포츠 도메인 경험이 있으신 분
• 소비자 대상 모바일 제품 출시 경험이 있으신 분
• 여러 국가의 팀과 협력한 경험이 있으신 분
• 분산 시스템, 빅데이터 및 머신러닝 경험이 있으신 분
• 한국어 및 영어의 유창한 소통이 가능하신 분","['Scrum', 'Agile', 'Product Management']"
https://www.wanted.co.kr/wd/258728,개발팀장,아이트럭,서울 서초구,경력 7-25년,"주요업무
• 웹/앱, AI/ML 개발 총괄
• 팀원 및 팀 일정 관리
• 보안 관제 시스템 도입 및 운영
• 사업성 분석 및 고도화 리딩
• 팀 개발 역량 강화 및 상향 평준화","자격요건
• 개발 역량 7년 이상, 대졸이상, 남녀무관
• 웹/앱(Android & ios) 개발 경험
• 웹/앱 플랫폼 서비스의 사업성 분석 경력
• 유연한 커뮤니테이션
• Full-stack 업무 경험자
• 실무 및 리딩 업무 가능자","우대사항
• 머신러닝 프로젝트 경험자",[]
https://www.wanted.co.kr/wd/168259,Flutter 개발자 (병역특례_현역/보충역),넛지헬스케어(캐시워크),서울 강남구,신입-경력 3년,"주요업무
ㆍFlutter 프레임워크 기반의 Android, iOS 앱, Web 개발 및 운영
ㆍ상용 앱 / 웹 서비스 개발
ㆍ플러터 모듈 개발","자격요건
ㆍ병역특례 대상자","우대사항
[실무경험]
ㆍBLoC, Riverpod, GetX 등의 상태관리 라이브러리 및 패턴을 사용해본 경험이 있으신 분
ㆍadd-to-app 기능을 사용하여 플러터 모듈 개발 경험이 있으신 분
ㆍAndroid, iOS 네이티브 작업이 포함된 Flutter Package 개발 경험이 있으신 분
ㆍFlutter Web 개발 경험이 있으신 분
ㆍ모바일 앱을 스토어에 배포한 경험이 있으신 분

[서비스운영의 전문가가 되고자 하시는 분]
ㆍ서비스를 만드는 일을 좋아하시는 분
ㆍ취미로 개발하는 소프트웨어 프로젝트가 있는 경우 우대
ㆍ사용자가 개발한 서비스를 항상 원활하게 이용할 수 있도록 높은 책임감을 가지고 운영하시는 분

[팀 플레이어]
ㆍ기획자, 동료 개발자와의 원활한 커뮤니케이션 능력을 보유하고 있으신 분
ㆍ나의 성과보다 팀의 성과, 개별 팀의 성과보다 서비스 전체의 성과를 추구하시는 분

[커뮤니케이션 능력]
ㆍ전달해야 하는 정보를 글로 잘 표현하시는 분
ㆍ꾸준하게 작성하고 있는 기술 블로그가 있는 경우 우대

[개발자의 자질]
ㆍ함수나 변수 이름을 며칠에 걸쳐 열 번쯤 바꿔본 이후에 궁극의 이름을 찾아내 본 경험이 있으신 분
ㆍ중복되는 것(코드, 반복되는 일처리, 할당된 메모리 등등)을 굉장히 싫어하시는 분

[기술에 대한 흥미]
ㆍ좋아하는 오픈소스 개발자 혹은 오픈소스 프로젝트 참여 경험이 있으신 분
ㆍ개발 관련 세미나 참여 혹은 발표 경험이 있으신 분

[기술에 대한 깊이있는 이해]
ㆍ내가 하는 일 (특히 기술적인 일) 을 개발팀 외 다른 팀에게 이해하기 쉽게 설명하실 수 있는 분
ㆍIT 서비스와 관련 없는 일반인에게 쉽게 설명할 수 있는 경우 우대",[]
https://www.wanted.co.kr/wd/193552,Maintenance Engineer,오케스트로,서울 영등포구,경력 1-10년,"주요업무
[입사 후 담당할 업무]
• 자사 클라우드 솔루션 구축/운영/마이그레이션/모니터링
• 유지관리 및 기술지원
•고객응대, 운영/모니터링, 장애조치, 이슈관리 등","자격요건
[이런 분을 찾고 있어요]
• 팀원분들과 효율적으로 커뮤니케이션 가능한 분
• 파견 및 출장 업무 수행 가능한 분
• 클라우드 및 OSS(Open Source Software) 기술에 관심이 많고 배우려는 의지가 강하신 분
• IaaS, PaaS 등 클라우드 컴퓨팅 서비스와 VPC, VPN, DirectConnect 등 네트워크 서비스 구축/운영 경험자
• IT(서버/네트워크/방화벽 등) H/W, S/W 구축/운영 경험자
• Java, JavaScript 등 소스 개발/운영 경험자","우대사항
[이런 부분이 있으면 더욱 좋아요]
• On-Premise 기반서비스 구축/운영업무 경력
• Docker, Kubernetes 등 컨테이너 기반 플랫폼 환경, 클라우드 환경에 대한 이해/기술보유",[]
https://www.wanted.co.kr/wd/247058,[데이터사업부]SM 업무 담당 개발자(JAVA.JSP),위즈코어,서울 강남구,경력 5-15년,"주요업무
스마트팩토리 솔루션 개발자는 제조기업과 데이터에 대한 이해를 바탕으로 최적의 솔루션을 제공합니다. 스마트팩토리 솔루션은 때로는 까다로운 고객사 제조 현장의 데이터에서 새로운 가치를 창출할 수 있도록 기여합니다. 솔루션을 직접 구현하고 개선하며 현장에 적용하는 과정에서 회사, 고객사와 함께 성장할 수 있습니다.

■ 주로 어떤 일을 하게 되나요?
• 고객사 데이터솔루션 구축
• 고객사 웹서비스 SM 업무 및 신규 기능 개발


※ 참고사항
• 본 공고는 수시 진행되므로, 우수인력 채용시 마감될 수 있습니다.","자격요건
• JAVA, JSP, Jquery, Fullstack 5년 이상 개발자
• MSSQL 유경험자, 프로시저 분석 및 개발 가능한 인원","우대사항
• 전자정부프레임워크 경험자
• Active MQ 연동 경험자
• 제조분야 관련 프로젝트 경험자","['Java', 'JSP']"
https://www.wanted.co.kr/wd/258302,주니어 UI/UX 서비스 기획자(0 ~ 3년),낭만상회,서울 강남구,신입-경력 3년,"주요업무
• 웹 또는 앱 서비스 기획(정책 및 기능 정의)
• UI / UX 기획 및 설계
• 스토리보드 및 와이어프레임 설계 및 작성
• 기획요구사항 취합 및 정리
• 서비스 가이드 작성","자격요건
• 학력 : 무관
• 경력 : 신입 ~ 3년차
• 정리 및 문서화를 잘 하시는 분
• 기본적인 UI / UX에 대한 개념 및 기획 능력을 보유하신 분
• 다양한 팀 및 팀원들과 원활히 협업할 수 있는 커뮤니케이션 능력을 보유하신 분
• 디자인, 개발 등 다른 분야에도 지속적으로 관심을 갖고 소통할 의지를 보유하신 분","우대사항
• Figma, Slack, Notion 등의 협업 툴을 사용한 경험이 있으신 분
• 다양한 분야의 사람들과 협업을 해본 경험이 있으신 분
• 외식업 및 프랜차이즈 도메인에 대한 이해도가 있으신 분
• 이 외의 지원자분의 소중한 경험은 모두 우대사항이 될 수 있습니다.","['Slack', 'Figma', 'Notion']"
https://www.wanted.co.kr/wd/257888,안드로이드 앱개발 (3년이상,파더스랩,서울 강남구,경력 3-10년,"주요업무
안드로이드(Android) 앱개발","자격요건
• 경력 3년 이상
• 대졸 이상 관련학과 전공자
• Android 개발 경험","우대사항
ㆍKotlin 개발 경험
ㆍJava 개발 경험
ㆍ영어 커뮤니케이션 가능",[]
https://www.wanted.co.kr/wd/258834,JAVA Back-end Developer (팀장급),인라이플,서울 구로구,경력 8년 이상,"주요업무
• 자체 광고 솔루션 개발 및 유지보수
• 프론트/백/서버 등 개발 및 운영 총괄
• B2B/B2C 서비스 개발 및 운영","자격요건
• 8년 이상의 JAVA 개발 경력을 보유하신 분
• JAVA 언어에 대한 이해도가 높으신 분
• Spring Boot, Vue.js, Mybatis 사용 경험이 있으신 분
• MongoDB, MariaDB, Mysql 활용 가능하신 분
• 팀을 직접 리드해보신 경험이 있으신 분","우대사항
• 백/프론트 전반의 개발 경험을 보유하신 분
• 광고 관련(AD TECH) 지식을 보유하신 분","['MongoDB', 'MySQL', 'Java', 'Spring Boot', 'Vue.JS']"
